# Parameters for absolutely stable SQM
# Symmetric matter stability window, ms0 = 80 MeV
# C        sqrt(D) [MeV]

-0.730000  192.000000  932.225500
-0.720000  191.500000  932.215200
-0.710000  191.000000  932.202500
-0.700000  190.500000  932.187400
-0.690000  190.000000  932.170000
-0.680000  189.500000  932.150300
-0.680000  190.000000  934.575200
-0.670000  189.000000  932.128100
-0.670000  189.500000  934.559100
-0.660000  188.500000  932.103400
-0.660000  189.000000  934.540500
-0.650000  188.000000  932.075900
-0.650000  188.500000  934.519200
-0.640000  187.500000  932.045500
-0.640000  188.000000  934.495300
-0.630000  187.000000  932.012200
-0.630000  187.500000  934.468600
-0.620000  186.500000  931.976100
-0.620000  187.000000  934.439100
-0.620000  187.500000  936.901400
-0.610000  186.000000  931.937000
-0.610000  186.500000  934.406300
-0.610000  187.000000  936.875100
-0.600000  185.500000  931.894900
-0.600000  186.000000  934.370400
-0.600000  186.500000  936.845900
-0.590000  185.000000  931.849600
-0.590000  185.500000  934.331500
-0.590000  186.000000  936.813500
-0.580000  184.500000  931.801000
-0.580000  185.000000  934.289300
-0.580000  185.500000  936.777900
-0.570000  184.000000  931.749100
-0.570000  184.500000  934.243800
-0.570000  185.000000  936.739000
-0.570000  185.500000  939.233500
-0.560000  183.500000  931.693700
-0.560000  184.000000  934.194800
-0.560000  184.500000  936.696500
-0.560000  185.000000  939.197600
-0.550000  183.000000  931.634700
-0.550000  183.500000  934.142400
-0.550000  184.000000  936.650500
-0.550000  184.500000  939.158300
-0.540000  182.500000  931.572000
-0.540000  183.000000  934.086300
-0.540000  183.500000  936.601000
-0.540000  184.000000  939.115400
-0.530000  182.000000  931.505600
-0.530000  182.500000  934.026600
-0.530000  183.000000  936.547800
-0.530000  183.500000  939.068900
-0.520000  181.500000  931.435300
-0.520000  182.000000  933.963000
-0.520000  182.500000  936.490900
-0.520000  183.000000  939.018600
-0.510000  181.000000  931.361200
-0.510000  181.500000  933.895600
-0.510000  182.000000  936.430000
-0.510000  182.500000  938.964500
-0.500000  180.500000  931.283100
-0.500000  181.000000  933.824200
-0.500000  181.500000  936.365300
-0.500000  182.000000  938.906400
-0.500000  182.500000  941.447400
-0.490000  180.000000  931.200800
-0.490000  180.500000  933.748700
-0.490000  181.000000  936.296400
-0.490000  181.500000  938.844300
-0.490000  182.000000  941.392000
-0.480000  179.500000  931.114300
-0.480000  180.000000  933.669000
-0.480000  180.500000  936.223400
-0.480000  181.000000  938.778000
-0.480000  181.500000  941.332500
-0.470000  179.000000  931.023600
-0.470000  179.500000  933.585000
-0.470000  180.000000  936.146200
-0.470000  180.500000  938.707500
-0.470000  181.000000  941.268800
-0.460000  178.500000  930.928400
-0.460000  179.000000  933.496600
-0.460000  179.500000  936.064600
-0.460000  180.000000  938.632700
-0.460000  180.500000  941.200800
-0.450000  178.000000  930.828700
-0.450000  178.500000  933.403700
-0.450000  179.000000  935.978500
-0.450000  179.500000  938.553400
-0.450000  180.000000  941.128400
-0.440000  177.500000  930.724400
-0.440000  178.000000  933.306300
-0.440000  178.500000  935.887900
-0.440000  179.000000  938.469600
-0.440000  179.500000  941.051400
-0.440000  180.000000  943.633100
-0.430000  177.000000  930.615400
-0.430000  177.500000  933.204100
-0.430000  178.000000  935.792700
-0.430000  178.500000  938.381200
-0.430000  179.000000  940.969900
-0.430000  179.500000  943.558400
-0.420000  176.500000  930.501600
-0.420000  177.000000  933.097200
-0.420000  177.500000  935.692600
-0.420000  178.000000  938.288000
-0.420000  178.500000  940.883700
-0.420000  179.000000  943.479000
-0.410000  176.000000  930.382900
-0.410000  176.500000  932.985400
-0.410000  177.000000  935.587800
-0.410000  177.500000  938.190000
-0.410000  178.000000  940.792700
-0.410000  178.500000  943.394800
-0.400000  175.500000  930.259100
-0.400000  176.000000  932.868500
-0.400000  176.500000  935.477900
-0.400000  177.000000  938.087100
-0.400000  177.500000  940.696800
-0.400000  178.000000  943.305700
-0.390000  175.000000  930.130300
-0.390000  175.500000  932.746600
-0.390000  176.000000  935.363000
-0.390000  176.500000  937.979100
-0.390000  177.000000  940.595700
-0.390000  177.500000  943.211700
-0.380000  175.000000  932.619500
-0.380000  175.500000  935.242900
-0.380000  176.000000  937.865900
-0.380000  176.500000  940.489400
-0.380000  177.000000  943.112500
-0.370000  174.500000  932.487000
-0.370000  175.000000  935.117600
-0.370000  175.500000  937.747500
-0.370000  176.000000  940.378000
-0.370000  176.500000  943.008200
-0.360000  174.000000  932.349200
-0.360000  174.500000  934.986800
-0.360000  175.000000  937.623800
-0.360000  175.500000  940.261200
-0.360000  176.000000  942.898600
-0.360000  176.500000  945.535700
-0.350000  173.500000  932.205800
-0.350000  174.000000  934.850400
-0.350000  174.500000  937.494600
